Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
18424,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0405,0,0,COMERCIALIZABLE,COMERCIAL,132750000000,LOCAL,
18425,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0504,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18426,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0506,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18427,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0507,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18428,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0508,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18429,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0509,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18430,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0510,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18431,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0511,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18432,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0512,0,0,COMERCIALIZABLE,COMERCIAL,237250000000,LOCAL,
18433,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0513,0,0,COMERCIALIZABLE,COMERCIAL,264250000000,LOCAL,
18434,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0515,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18435,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0516,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18436,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0517,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18437,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0518,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18438,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0521,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18439,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0601,0,0,COMERCIALIZABLE,COMERCIAL,382750000000,LOCAL,
18440,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0602,0,0,COMERCIALIZABLE,COMERCIAL,244400000000,LOCAL,
18441,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0606,0,0,COMERCIALIZABLE,COMERCIAL,244400000000,LOCAL,
18442,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0607,0,0,COMERCIALIZABLE,COMERCIAL,163000000000,LOCAL,
18443,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0608,0,0,COMERCIALIZABLE,COMERCIAL,367750000000,LOCAL,
18444,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0610,0,0,COMERCIALIZABLE,COMERCIAL,244400000000,LOCAL,
18445,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0611,0,0,COMERCIALIZABLE,COMERCIAL,319750000000,LOCAL,
18446,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0701,0,0,COMERCIALIZABLE,COMERCIAL,88000000000,LOCAL,
18447,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0705,0,0,COMERCIALIZABLE,COMERCIAL,69750000000,LOCAL,
18448,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0706,0,0,COMERCIALIZABLE,COMERCIAL,167500000000,LOCAL,
18449,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0708,0,0,COMERCIALIZABLE,COMERCIAL,127370000000,LOCAL,
18450,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0710,0,0,COMERCIALIZABLE,COMERCIAL,185750000000,LOCAL,
18452,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0802,0,0,COMERCIALIZABLE,COMERCIAL,173665000000,LOCAL,
18454,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0804,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18455,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0805,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18456,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0806,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18458,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0810,0,0,COMERCIALIZABLE,COMERCIAL,153500000000,LOCAL,
18459,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0811,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18460,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0812,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18461,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0813,0,0,COMERCIALIZABLE,COMERCIAL,160740000000,LOCAL,
18462,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0814,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18463,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0815,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18464,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0816,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18466,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0818,0,0,COMERCIALIZABLE,COMERCIAL,173665000000,LOCAL,
18468,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0901,0,0,COMERCIALIZABLE,COMERCIAL,179250000000,LOCAL,
18469,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0906,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18470,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0907,0,0,COMERCIALIZABLE,CINCO,162150000000,LOCAL,
18471,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0908,0,0,COMERCIALIZABLE,COMERCIAL,168965000000,LOCAL,
18475,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0922,0,0,COMERCIALIZABLE,COMERCIAL,179250000000,LOCAL,
18478,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1003,0,0,COMERCIALIZABLE,COMERCIAL,188470000000,LOCAL,
18479,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1004,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18480,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1005,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18481,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1006,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18482,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1007,0,0,COMERCIALIZABLE,COMERCIAL,160505000000,LOCAL,
18483,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1008,0,0,COMERCIALIZABLE,COMERCIAL,168495000000,LOCAL,
18484,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1009,0,0,COMERCIALIZABLE,COMERCIAL,146500000000,LOCAL,
18485,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1010,0,0,COMERCIALIZABLE,COMERCIAL,160000000000,LOCAL,
18486,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1011,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18487,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1012,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18488,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1013,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18489,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1014,0,0,COMERCIALIZABLE,COMERCIAL,162150000000,LOCAL,
18493,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1102,0,0,COMERCIALIZABLE,COMERCIAL,131365000000,LOCAL,
18494,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1103,0,0,COMERCIALIZABLE,COMERCIAL,131365000000,LOCAL,
18495,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1106,0,0,COMERCIALIZABLE,COMERCIAL,131365000000,LOCAL,
18496,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1108,0,0,COMERCIALIZABLE,COMERCIAL,85500000000,LOCAL,
18497,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1201,0,0,COMERCIALIZABLE,COMERCIAL,259250000000,LOCAL,
18498,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1208,0,0,COMERCIALIZABLE,COMERCIAL,245340000000,LOCAL,
18499,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1301,0,0,COMERCIALIZABLE,COMERCIAL,295500000000,LOCAL,
18500,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1302,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18501,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1303,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18502,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1311,0,0,COMERCIALIZABLE,COMERCIAL,142750000000,LOCAL,
18503,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1312,0,0,COMERCIALIZABLE,COMERCIAL,177750000000,LOCAL,
18504,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1313,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18505,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1319,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18506,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1320,0,0,COMERCIALIZABLE,COMERCIAL,165205000000,LOCAL,
18507,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1401,0,0,COMERCIALIZABLE,COMERCIAL,216000000000,LOCAL,
18508,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1402,0,0,COMERCIALIZABLE,COMERCIAL,194815000000,LOCAL,
18509,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1403,0,0,COMERCIALIZABLE,COMERCIAL,194815000000,LOCAL,
18510,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1410,0,0,COMERCIALIZABLE,COMERCIAL,207250000000,LOCAL,
18511,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1411,0,0,COMERCIALIZABLE,COMERCIAL,213000000000,LOCAL,
18512,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1419,0,0,COMERCIALIZABLE,COMERCIAL,200220000000,LOCAL,
18513,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G1421,0,0,COMERCIALIZABLE,COMERCIAL,227500000000,LOCAL,
18522,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0301,0,0,COMERCIALIZABLE,COMERCIAL,302000000000,LOCAL,
18523,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0302,0,0,COMERCIALIZABLE,COMERCIAL,302000000000,LOCAL,
18524,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0303,0,0,COMERCIALIZABLE,COMERCIAL,302000000000,LOCAL,
18525,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0403,0,0,COMERCIALIZABLE,COMERCIAL,302000000000,LOCAL,
18532,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local R0702,0,0,COMERCIALIZABLE,COMERCIAL,410720000000,LOCAL,
18538,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,,"LOTE DE TERRENO SAN JOSÉ, VEREDA QUEBRADA GRANDE",0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,18333741240000,FINCA,
18547,BOGOTA,CUNDINAMARCA,,CL 42 A SUR  72H 18,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,1674180000000,CASA,
18571,GIRARDOT,CUNDINAMARCA,,"LOCAL No. 10 CENTRO COMERCIAL ""EL PEÑON INN PLAZA""",0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,5527387985000,LOCAL,
18572,GIRARDOT,CUNDINAMARCA,,"CONDOMINIO ""LAGOS DEL PEÑON"" AREA DE RESERVA ""I"" LAGO PRINCIPAL",0,0,COMERCIALIZABLE,SEIS,65794830000000,LOTE NO URBANIZABLE,
18644,BARRANQUILLA,ATLÁNTICO,EL PRADO,CARRERA 54 # 68-124,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,36673427000000,LOTE CON CONSTRUCCION,
18697,IBAGUE,TOLIMA,,EL PLACER FRACCION SALADO,0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,5177907200000,LOTE CON CONSTRUCCION,
18706,MANIZALES,CALDAS,,CL. 12 # 2A-05 LOCAL B-4 TORRE B,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,2041576200000,LOCAL,"¡GRAN OPORTUNIDAD!, LOCAL COMERCIAL UBICADO EN MANIZALES EN EL BARRIO VILLA PILAR, CON ÁREA DE 95.49MT2"
18831,EL PLAYON,SANTANDER,,CR. 5 # 12-47 LT 19 MZ K URB. EL REFUGIO,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,3644256000000,LOTE VIVIENDA,CISA COMERCIALIZA EL LOTE DE TERRENO SIN LAS MEJORAS EN EL LEVANTADAS.
18851,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 25 BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE,COMERCIAL,0,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18871,SANTANDER DE QUILICHAO,CAUCA,VILLA DEL SUR,CL 9 AS # 10-49 LT 14 MZ G  BARRIO VILLA DEL SUR ANTES BARRIO ANTONIO NARIÑO,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,341715000000,LOTE CON CONSTRUCCION,"LOTE DE TERRENO CON CONSTRUCCION

EL VALOR DE VENTA SOLO CORRESPONDE AL LOTE

NMUEBLE OCUPADO"
18878,BOGOTA,CUNDINAMARCA,,CL. 17 # 7-67 EDIFICIO JUNIN LOCAL 5 PISO 2,0,0,COMERCIALIZABLE CON RESTRICCION,TRES,2354660000000,LOCAL,
18921,BOGOTA,CUNDINAMARCA,,CL 53B # 25-21  LOCAL 2166  GALERIAS CIUDADELA COMERCIAL,0,0,COMERCIALIZABLE CON RESTRICCION,COMERCIAL,18687408200000,LOCAL,
18976,CARTAGENA,BOLÍVAR,,"LOTE No. 13 SEGREGADO DEL DENOMINADO ""GRACIAS A DIOS""",0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,45728308530000,LOTE INDUSTRIAL,"OPORTUNIDAD DE INVERTIR EN EXCELENTE PREDIO UBICADO SOBRE LA VÍA A MAMONAL, IMPORTANTE SECTOR INDUSTRIAL Y LOGÍSTICO DE CARTAGENA."
18977,BOGOTA,CUNDINAMARCA,,CR 18 A  No. 59 - 30 SUR,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,5726137000000,BODEGA,
18979,CURITI,SANTANDER,,FINCA LA ESPERANZA - VEREDA PALO BLANCO BAJO (HOY HOTEL KIMBALA),0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,55248601890000,FINCA,
18980,ENVIGADO,ANTIOQUIA,,VEREDA PANTANILLO - CONDOMINIO CAMPESTRE PH - LOTE No. 9,0,0,COMERCIALIZABLE TERCEROS,RURAL,17712098400000,LOTE VIVIENDA,"¡GRAN OPORTUNIDAD!, LOTE UBICADO EN EL CONDOMINIO CASA CAMPESTRE, CON EXCELENTE UBICACIÓN Y ÁREA. INMUEBLE PROPIEDAD UARIV"
19004,MONTERIA,CÓRDOBA,,CALLE 64 NO. 8 A 56 - BRR. LA CASTELLANA,0,0,COMERCIALIZABLE TERCEROS,CINCO,10202150000000,CASA,INMUEBLE PROPIEDAD DE LA UNIDAD DE REPARACIÓN DE VÍCTIMAS - UARIV
19006,MONTERIA,CÓRDOBA,,CALLE 59 NO. 10 A 48 - BRR. LA CASTELLANA,0,0,COMERCIALIZABLE TERCEROS,CUATRO,5254080000000,CASA,INMUEBLE PROPIEDAD DE LA UNIDAD DE REPARACIÓN DE VÍCTIMAS - UARIV
19016,CHIA,CUNDINAMARCA,,LOTE SAN SEBASTIAN,0,0,COMERCIALIZABLE CON RESTRICCION,RURAL,5771550000000,CASA,
19131,BOGOTA,CUNDINAMARCA,,CARRERA 42 A  No. 10 A - 09,0,0,COMERCIALIZABLE,TRES,33360900000000,BODEGA,
19181,MONTERIA,CÓRDOBA,,CALLE 64 NO. 8 A 53 - BARRIO LA CASTELLANA,0,0,COMERCIALIZABLE TERCEROS,CINCO,5449160000000,CASA,
19185,EL AGUILA,VALLE DEL CAUCA,,FINCA LA QUINTA LOTE PARAJE EL EMBAL,0,0,COMERCIALIZABLE,RURAL,3787282600000,LOTE CON CONSTRUCCION,
19189,ANGOSTURA,ANTIOQUIA,,Lote No. 4 - Corregimiento de los Llanos de Cuiva,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,24581464440000,LOTE MIXTO,"EL INMEUBLE ESTA UBICADO EN LA VEREDA: LLANOS DE CUIVA DEL MUNICIPIO DE ANGOSTURA, DEPARTAMENTO: ANTIOQUIA CON DESTINACION AGROPECUARIA"
19193,CAUCASIA,ANTIOQUIA,,Lote El Triángulo - Cra. 26 con Calle 15,0,0,COMERCIALIZABLE TERCEROS,DOS,5821480000000,LOTE,"LOTE DE TERRENO DE 4.892 M2, UBICADO EN CARRERA 26 CON CALLE 15, ACTUALMENTE SE ENCUENTRA ADECUADO PARA EL FUNCIONAMIENTO DE UNA CANCHA DE FÚTBOL."
19195,MONTERIA,CÓRDOBA,,Parcela 8 Castillo Diaz - Las Tangas. Vereda Guasimal,0,0,COMERCIALIZABLE TERCEROS,RURAL,673191500000,FINCA,"INMUEBLE RURAL, CORREGIMIENTO DE VILLA NUEVA, MUNICIPIO DE VALENCIA, LOTE DE TERRENO CON DESTINACIÓN AGRICOLA - GANADERA, CON 8.92 HA"
19196,MONTERIA,CÓRDOBA,,Parcela 7 Damasco - Vereda Guasimal,0,0,COMERCIALIZABLE TERCEROS,RURAL,3954650000000,FINCA,"INMUEBLE RURAL DE 35 HA UBICADA EN PARCELA 7 DAMASCO VEREDA GUASIMAL MUNICIPIO DE VALENCIA DEPARTAMENTO DE CÓRDOBA ,LOTE DE TERRENO CON DESTINACIÓN GANADERA"
19201,MEDELLIN,ANTIOQUIA,,Calle 4 No. 18-55 Apto. 1506 - Torre 1 - Balcones de la Calera,0,0,COMERCIALIZABLE TERCEROS,SEIS,12334844000000,APARTAMENTO,"¡EXCELENTE OPORTUNIDAD! APARTAMENTO UBICADO EN EL POBLADO UNIDAD RESIDENCIAL BALCONES DE LA CALERA, ÁREA 241,80 M2. APARTAMENTO CON  3 HABITACIONES CON BAÑO Y CLOSET, ALCOBA PRINCIPAL BAÑO Y VESTIER, COMEDOR, SALA ESTAR, CUARTO Y BAÑO DE SERVICIO, CU"
19205,MEDELLIN,ANTIOQUIA,,CL 49B  No. 64B-54  ED SAN PABLO  OF 302,0,0,COMERCIALIZABLE,COMERCIAL,2685391200000,OFICINA,"¡GRAN OPORTUNIDAD! OFICINA UBICADA EN EL EDIFICIO SAN PABLO EN EL BARRIO SURAMERICANA, LA OFICINA  SE DISTRIBUYE DE LA SIGUIENTE MANERA: ACCESO, RECEPCIÓN, OFICINA EN UN SOLO AMBIENTE, DEPOSITO, BAÑO Y COCINA CON UN ÁREA DE 72 M2"
19205,MEDELLIN,ANTIOQUIA,,CL 49B  No. 64B-54  ED SAN PABLO  OF 302,0,0,COMERCIALIZABLE VENTA ANTICIPADA,COMERCIAL,2685391200000,OFICINA,"¡GRAN OPORTUNIDAD! OFICINA UBICADA EN EL EDIFICIO SAN PABLO EN EL BARRIO SURAMERICANA, LA OFICINA  SE DISTRIBUYE DE LA SIGUIENTE MANERA: ACCESO, RECEPCIÓN, OFICINA EN UN SOLO AMBIENTE, DEPOSITO, BAÑO Y COCINA CON UN ÁREA DE 72 M2"
19206,MEDELLIN,ANTIOQUIA,,CL 49B  No. 64B-54  ED SAN PABLO  OF 207,0,0,COMERCIALIZABLE,COMERCIAL,2890525250000,OFICINA,"¡GRAN OPORTUNIDAD! OFICINA UBICADA EN EL EDIFICIO SAN PABLO EN EL BARRIO SURAMERICANA, LA OFICINA  SE DISTRIBUYE DE LA SIGUIENTE MANERA: ACCESO, RECEPCIÓN, OFICINA EN UN SOLO AMBIENTE, DEPOSITO, BAÑO Y COCINA CON UN ÁREA DE 78 M2."
19206,MEDELLIN,ANTIOQUIA,,CL 49B  No. 64B-54  ED SAN PABLO  OF 207,0,0,COMERCIALIZABLE VENTA ANTICIPADA,COMERCIAL,2890525250000,OFICINA,"¡GRAN OPORTUNIDAD! OFICINA UBICADA EN EL EDIFICIO SAN PABLO EN EL BARRIO SURAMERICANA, LA OFICINA  SE DISTRIBUYE DE LA SIGUIENTE MANERA: ACCESO, RECEPCIÓN, OFICINA EN UN SOLO AMBIENTE, DEPOSITO, BAÑO Y COCINA CON UN ÁREA DE 78 M2."
19208,CARTAGENA,BOLÍVAR,,Cra. 6 No. 8-26 Lote No. 119,0,0,COMERCIALIZABLE,COMERCIAL,76590000000000,LOTE,
19209,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 203 PARQUEADERO 46,0,0,COMERCIALIZABLE,SEIS,2132057600000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19209,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 203 PARQUEADERO 46,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,2132057600000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19210,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 204 PARQUEADERO 47,0,0,COMERCIALIZABLE,SEIS,2221324800000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
19210,BARRANQUILLA,ATLÁNTICO,,CR 51 B No. 76-136 ED CENTRO EMPRESARIAL LA PREVISORA OFICINA 204 PARQUEADERO 47,0,0,COMERCIALIZABLE VENTA ANTICIPADA,SEIS,2221324800000,OFICINA,"NO PIERDAS LA OPORTUNIDAD DE UBICAR TU OFICINA EN UN EXCELENTE SECTOR DE LA CIUDAD, CUENTA CON EL ESPACIO QUE NECESITAS."
